iter	Passed	Remaining
1151	22349	25725
1152	22368	25705
1153	22388	25686
1154	22406	25665
1155	22425	25645
1156	22443	25625
1157	22462	25605
1158	22481	25584
1159	22499	25563
1160	22518	25544
1161	22537	25523
1162	22554	25502
1163	22573	25482
1164	22592	25462
1165	22611	25442
1166	22629	25422
1167	22648	25401
1168	22666	25381
1169	22684	25360
1170	22702	25339
1171	22722	25320
1172	22741	25300
1173	22760	25280
1174	22779	25260
1175	22797	25239
1176	22815	25219
1177	22834	25199
1178	22854	25180
1179	22873	25160
1180	22892	25140
1181	22911	25121
1182	22930	25101
1183	22949	25081
1184	22967	25061
1185	22986	25040
1186	23005	25021
1187	23025	25002
1188	23044	24982
1189	23063	24963
1190	23082	24943
1191	23101	24923
1192	23121	24904
1193	23140	24884
1194	23159	24864
1195	23178	24845
1196	23198	24826
1197	23217	24806
1198	23237	24787
1199	23256	24767
1200	23274	24747
1201	23293	24727
1202	23312	24707
1203	23332	24688
1204	23351	24669
1205	23370	24649
1206	23390	24630
1207	23410	24611
1208	23429	24592
1209	23448	24572
1210	23467	24553
1211	23487	24533
1212	23506	24513
1213	23526	24495
1214	23545	24475
1215	23565	24456
1216	23585	24438
1217	23606	24420
1218	23625	24400
1219	23644	24381
1220	23663	24361
1221	23682	24341
1222	23701	24321
1223	23721	24302
1224	23741	24283
1225	23760	24264
1226	23779	24244
1227	23798	24225
1228	23818	24206
1229	23840	24188
1230	23861	24171
1231	23882	24153
1232	23901	24133
1233	23935	24129
1234	23955	24110
1235	23974	24091
1236	23993	24071
1237	24012	24051
1238	24031	24031
1239	24051	24012
1240	24070	23993
1241	24088	23972
1242	24107	23951
1243	24125	23931
1244	24145	23913
1245	24165	23893
1246	24184	23873
1247	24203	23854
1248	24222	23834
1249	24241	23814
1250	24259	23794
1251	24278	23774
1252	24296	23753
1253	24315	23733
1254	24333	23712
1255	24352	23692
1256	24370	23672
1257	24390	23653
1258	24408	23633
1259	24427	23613
1260	24446	23593
1261	24465	23573
1262	24483	23553
1263	24502	23533
1264	24520	23512
1265	24539	23492
1266	24558	23473
1267	24577	23453
1268	24596	23433
1269	24615	23413
1270	24634	23393
1271	24652	23373
1272	24672	23354
1273	24691	23334
1274	24709	23314
1275	24728	23294
1276	24746	23273
1277	24766	23254
1278	24784	23234
1279	24803	23214
1280	24823	23195
1281	24842	23175
1282	24861	23155
1283	24881	23137
1284	24900	23117
1285	24919	23097
1286	24939	23079
1287	24958	23059
1288	24977	23040
1289	24997	23020
1290	25017	23001
1291	25037	22983
1292	25056	22963
1293	25076	22945
1294	25100	22929
1295	25119	22910
1296	25139	22890
1297	25157	22870
1298	25178	22852
1299	25197	22833
1300	25217	22814
1301	25237	22794
1302	25256	22775
1303	25280	22760
1304	25299	22740
