iter	Passed	Remaining
961	28088	44263
962	28114	44229
963	28139	44194
964	28167	44162
965	28192	44127
966	28217	44091
967	28261	44086
968	28286	44049
969	28309	44011
970	28338	43982
971	28363	43945
972	28387	43908
973	28410	43870
974	28434	43832
975	28462	43802
976	28486	43764
977	28510	43727
978	28541	43700
979	28565	43663
980	28589	43627
981	28614	43591
982	28639	43555
983	28667	43525
984	28691	43489
985	28715	43452
986	28741	43418
987	28770	43389
988	28795	43353
989	28819	43315
990	28843	43279
991	28870	43246
992	28895	43212
993	28920	43176
994	28946	43143
995	28977	43116
996	29001	43080
997	29026	43045
998	29051	43009
999	29082	42984
1000	29107	42948
1001	29132	42914
1002	29157	42879
1003	29189	42853
1004	29216	42821
1005	29246	42794
1006	29271	42759
1007	29296	42723
1008	29322	42689
1009	29346	42654
1010	29371	42618
1011	29396	42584
1012	29422	42550
1013	29446	42514
1014	29475	42484
1015	29500	42450
1016	29525	42416
1017	29552	42383
1018	29577	42348
1019	29606	42320
1020	29633	42287
1021	29660	42256
1022	29690	42228
1023	29718	42198
1024	29748	42170
1025	29776	42140
1026	29807	42113
1027	29836	42084
1028	29861	42050
1029	29890	42021
1030	29915	41986
1031	29941	41953
1032	29966	41918
1033	29992	41885
1034	30023	41859
1035	30049	41825
1036	30074	41791
1037	30105	41764
1038	30131	41732
1039	30157	41698
1040	30186	41670
1041	30225	41654
1042	30253	41623
1043	30279	41590
1044	30309	41562
1045	30334	41528
1046	30359	41493
1047	30384	41459
1048	30415	41434
1049	30441	41399
1050	30466	41366
1051	30492	41332
1052	30522	41305
1053	30548	41271
1054	30573	41237
1055	30604	41212
1056	30631	41180
1057	30658	41148
1058	30683	41113
1059	30708	41079
1060	30737	41050
1061	30761	41015
1062	30786	40981
1063	30817	40954
1064	30841	40919
1065	30866	40885
1066	30891	40851
1067	30918	40819
1068	30947	40790
1069	30971	40755
1070	30997	40721
1071	31028	40696
1072	31056	40665
1073	31082	40633
1074	31110	40603
1075	31139	40574
1076	31177	40556
1077	31219	40544
1078	31247	40515
1079	31275	40484
1080	31301	40451
1081	31328	40419
1082	31353	40386
1083	31384	40359
1084	31417	40335
1085	31442	40301
1086	31468	40269
1087	31494	40236
1088	31519	40203
1089	31545	40169
1090	31571	40137
1091	31602	40110
1092	31633	40084
1093	31658	40051
1094	31685	40019
1095	31712	39987
1096	31737	39954
1097	31764	39923
1098	31791	39891
1099	31825	39868
1100	31853	39838
1101	31885	39813
1102	31910	39779
1103	31935	39746
1104	31960	39711
1105	31985	39678
1106	32012	39646
1107	32042	39619
1108	32068	39586
1109	32093	39553
1110	32123	39525
1111	32148	39491
1112	32173	39458
1113	32212	39441
1114	32238	39409
1115	32272	39386
1116	32299	39354
1117	32325	39322
1118	32355	39294
1119	32381	39262
1120	32406	39228
1121	32433	39197
1122	32463	39170
1123	32495	39144
1124	32519	39110
1125	32545	39077
1126	32570	39043
1127	32594	39009
1128	32619	38976
1129	32646	38944
1130	32682	38923
1131	32707	38890
1132	32732	38857
1133	32758	38824
1134	32783	38791
1135	32808	38758
1136	32835	38727
1137	32861	38694
1138	32895	38672
1139	32920	38638
1140	32945	38604
1141	32971	38572
1142	32998	38541
1143	33023	38508
1144	33048	38474
1145	33072	38440
1146	33114	38427
1147	33139	38393
1148	33169	38365
1149	33199	38338
1150	33224	38304
1151	33249	38271
1152	33273	38237
1153	33299	38204
1154	33334	38183
1155	33361	38152
1156	33387	38119
1157	33412	38086
1158	33438	38054
1159	33463	38021
1160	33487	37987
1161	33519	37962
1162	33550	37934
1163	33574	37901
1164	33599	37868
1165	33624	37835
1166	33650	37802
1167	33675	37769
1168	33699	37735
1169	33731	37709
1170	33761	37682
1171	33786	37649
1172	33811	37616
1173	33836	37583
1174	33862	37551
1175	33887	37518
1176	33912	37484
1177	33938	37453
1178	33967	37424
1179	33993	37392
1180	34018	37359
1181	34048	37332
1182	34078	37304
1183	34102	37270
1184	34127	37237
1185	34163	37216
1186	34186	37182
1187	34210	37148
1188	34235	37114
1189	34262	37084
1190	34287	37051
1191	34312	37018
1192	34338	36986
1193	34368	36959
1194	34393	36926
1195	34418	36893
1196	34444	36862
1197	34474	36834
1198	34499	36801
1199	34525	36769
1200	34550	36737
1201	34580	36709
1202	34606	36677
1203	34630	36644
1204	34656	36612
1205	34690	36588
1206	34716	36557
1207	34742	36525
1208	34767	36492
1209	34795	36463
1210	34820	36430
1211	34845	36397
1212	34878	36374
1213	34905	36342
1214	34930	36310
1215	34955	36278
1216	34980	36245
1217	35010	36217
1218	35040	36190
1219	35066	36159
1220	35095	36130
1221	35131	36109
1222	35156	36076
1223	35181	36043
1224	35211	36016
1225	35236	35983
1226	35265	35955
1227	35292	35924
1228	35318	35893
1229	35343	35861
1230	35369	35828
1231	35394	35796
1232	35424	35769
1233	35450	35737
1234	35477	35706
1235	35503	35676
1236	35530	35645
1237	35554	35612
1238	35581	35581
1239	35606	35548
1240	35634	35519
1241	35666	35493
1242	35690	35460
1243	35715	35428
1244	35741	35396
1245	35766	35364
1246	35790	35331
1247	35816	35299
1248	35845	35271
1249	35880	35248
1250	35905	35216
1251	35930	35184
1252	35955	35151
1253	35980	35119
1254	36009	35091
1255	36061	35085
1256	36119	35084
1257	36205	35112
1258	36279	35126
1259	36334	35123
1260	36409	35138
1261	36481	35151
1262	36539	35150
1263	36593	35145
1264	36618	35112
1265	36652	35088
1266	36706	35083
1267	36793	35110
1268	36829	35088
1269	36854	35055
1270	36879	35022
1271	36904	34989
1272	36929	34956
1273	36956	34926
1274	36983	34895
1275	37009	34863
1276	37034	34829
1277	37058	34797
1278	37083	34763
1279	37111	34734
1280	37140	34704
1281	37164	34671
1282	37206	34654
1283	37235	34625
1284	37260	34592
1285	37284	34559
1286	37312	34529
1287	37338	34497
1288	37364	34465
1289	37394	34437
1290	37421	34407
1291	37448	34376
1292	37474	34344
1293	37500	34312
1294	37531	34285
1295	37557	34254
1296	37582	34221
1297	37617	34197
1298	37642	34165
1299	37668	34133
1300	37693	34100
1301	37718	34068
1302	37747	34039
1303	37773	34008
1304	37805	33981
1305	37830	33948
1306	37854	33915
1307	37879	33882
1308	37903	33849
1309	37931	33820
1310	37960	33791
1311	37986	33759
1312	38018	33732
1313	38043	33700
1314	38068	33668
